행정읍/면/동,법정읍/면/동,관리기관,설치일자,자전거노선명,자전거도로구분,위치구분,자전거도로재질,연장,폭원,국비,시비,기타비,경계종류,도로노선명
탕정면,탕정면 갈산리,도시계획과,20090101,중(집)1-1,자전거자동차겸용도로,중앙,아스팔트,13.03,2.14,0,0,0,도색,
배방읍,배방읍 세출리,도시계획과,19000101,소로3-16,자전거보행자겸용도로,좌,투수콘,29.64,3.25,0,0,0,경계석,
온양6동,풍기동,도시계획과,19000101,대로3-17,자전거보행자겸용도로,좌,투수콘,80.65,1.84,0,0,0,경계석,
온양6동,풍기동,도시계획과,19000101,대로3-17,자전거보행자겸용도로,좌,투수콘,11.24,1.57,0,0,0,경계석,
온양5동,초사동,도시계획과,19000101,시군도로9,자전거전용도로,우,콘크리트,93.3,1.98,0,0,0,경계석,
인주면,인주면 걸매리,도시계획과,19000101,대로3-2,자전거보행자겸용도로,좌,투수콘,128.07,1.99,0,0,0,경계석,
인주면,인주면 걸매리,도시계획과,19000101,대로3-2,자전거보행자겸용도로,좌,투수콘,77.85,1.99,0,0,0,경계석,
인주면,인주면 걸매리,도시계획과,19000101,중로1-11,자전거보행자겸용도로,우,투수콘,116.18,1.97,0,0,0,경계석,
인주면,인주면 걸매리,도시계획과,19000101,중로1-11,자전거보행자겸용도로,우,투수콘,500.46,1.98,0,0,0,경계석,
인주면,인주면 걸매리,도시계획과,19000101,중로1-11,자전거보행자겸용도로,우,투수콘,86.54,2.02,0,0,0,경계석,
인주면,인주면 걸매리,도시계획과,19000101,중로1-11,자전거보행자겸용도로,우,투수콘,93.78,1.97,0,0,0,경계석,
인주면,인주면 걸매리,도시계획과,19000101,중로1-11,자전거보행자겸용도로,우,투수콘,240.78,1.95,0,0,0,경계석,
온양6동,풍기동,도시계획과,19000101,대로3-17,자전거보행자겸용도로,좌,투수콘,40.01,1.84,0,0,0,경계석,
온양5동,신인동,도시계획과,19000101,중로1-7,자전거보행자겸용도로,좌,콘크리트,258.4,2.33,0,0,0,경계석,
도고면,도고면 기곡리,도시계획과,19000101,대로3-1,자전거보행자겸용도로,좌,블록,103,2.61,0,0,0,도색,
온양2동,온천동,도시계획과,19000101,소로2-113,자전거전용도로,좌,투수콘,0.45,2.36,0,0,0,도색,
온양5동,용화동,도시계획과,19000101,대로3-5,자전거보행자겸용도로,우,투수콘,4.97,1.51,0,0,0,경계석,
온양5동,용화동,도시계획과,19000101,대로3-5,자전거보행자겸용도로,우,투수콘,5.22,1.45,0,0,0,경계석,
인주면,인주면 걸매리,도시계획과,19000101,중로1-4,자전거전용도로,우,투수콘,22.32,1.97,0,0,0,경계석,
온양5동,용화동,도시계획과,19000101,대로3-3,자전거보행자겸용도로,좌,투수콘,5.42,3.94,0,0,0,경계석,
온양5동,용화동,도시계획과,19000101,대로3-5,자전거보행자겸용도로,우,투수콘,5.65,1.4,0,0,0,경계석,
온양5동,용화동,도시계획과,19000101,대로3-5,자전거보행자겸용도로,우,투수콘,5,1.39,0,0,0,경계석,
인주면,인주면 걸매리,도시계획과,19000101,중로1-5,자전거보행자겸용도로,좌,투수콘,26.91,1.97,0,0,0,경계석,
인주면,인주면 걸매리,도시계획과,19000101,중로1-4,자전거보행자겸용도로,좌,투수콘,13.13,3.91,0,0,0,경계석,
도고면,도고면 기곡리,도시계획과,19000101,대로3-1,자전거보행자겸용도로,우,블록,102.8,2.7,0,0,0,도색,
온양3동,권곡동,도시계획과,19000101,대로1-1,자전거보행자겸용도로,우,투수콘,1.85,3.07,0,0,0,기타,
온양3동,모종동,도시계획과,19000101,중로2-1,자전거전용도로,우,투수콘,131.15,1.16,0,0,0,도색,
온양3동,모종동,도시계획과,19000101,중로2-1,자전거전용도로,우,투수콘,89.52,1.2,0,0,0,도색,
인주면,인주면 걸매리,도시계획과,19000101,중로1-5,자전거보행자겸용도로,좌,투수콘,25.24,1.96,0,0,0,경계석,
탕정면,탕정면 갈산리,도시계획과,20090101,대(집)2-2,자전거보행자겸용도로,우,투수콘,105.31,2,0,0,0,경계석,
온양5동,용화동,도시계획과,19000101,대로3-3,자전거보행자겸용도로,우,투수콘,16.19,1.43,0,0,0,경계석,
온양6동,풍기동,도시계획과,19000101,대로3-3,자전거보행자겸용도로,우,투수콘,3.14,1.4,0,0,0,경계석,
배방읍,배방읍 북수리,도시계획과,19000101,중로1-1,자전거보행자겸용도로,우,투수콘,64.36,1.35,0,0,0,경계석,
배방읍,배방읍 북수리,도시계획과,19000101,중로1-1,자전거보행자겸용도로,우,투수콘,18.15,1.33,0,0,0,경계석,
배방읍,배방읍 북수리,도시계획과,19000101,대로2-2,자전거전용도로,우,투수콘,0.78,1.93,0,0,0,경계석,
인주면,인주면 걸매리,도시계획과,19000101,대로3-1,자전거보행자겸용도로,좌,투수콘,4.2,1.98,0,0,0,경계석,
배방읍,배방읍 북수리,도시계획과,19000101,대로2-2,자전거전용도로,우,투수콘,81.44,1.9,0,0,0,경계석,
배방읍,배방읍 북수리,도시계획과,19000101,대로2-2,자전거전용도로,우,투수콘,8.69,1.92,0,0,0,경계석,
온양4동,배미동,도시계획과,19000101,대로3-4,자전거보행자겸용도로,우,아스팔트,59.8,1.16,0,0,0,경계석,
탕정면,탕정면 용두리,도시계획과,20090101,광(주)3-1,자전거보행자겸용도로,좌,투수콘,269.32,3,0,0,0,경계석,
인주면,인주면 걸매리,도시계획과,19000101,중로1-4,자전거전용도로,우,투수콘,298.21,1.96,0,0,0,경계석,
온양2동,온천동,도시계획과,19000101,대로3-10,자전거보행자겸용도로,좌,투수콘,0.69,2.46,0,0,0,경계석,
온양3동,권곡동,도시계획과,19000101,대로1-1,자전거보행자겸용도로,좌,투수콘,7.32,1.58,0,0,0,경계석,
신창면,신창면 행목리,도시계획과,19000101,기타도로,자전거전용도로,우,투수콘,136.58,1.66,0,0,0,경계석,
신창면,신창면 행목리,도시계획과,19000101,기타도로,자전거전용도로,우,투수콘,14.36,1.63,0,0,0,경계석,
온양3동,권곡동,도시계획과,19000101,대로1-1,자전거보행자겸용도로,좌,투수콘,164.74,1.56,0,0,0,경계석,
온양2동,온천동,도시계획과,19000101,중로1-32,자전거전용도로,우,투수콘,3.15,2.38,0,0,0,도색,
탕정면,탕정면 갈산리,도시계획과,20090101,대(집)2-2,자전거보행자겸용도로,좌,투수콘,110.3,2,0,0,0,경계석,
온양2동,온천동,도시계획과,19000101,소로2-113,자전거전용도로,좌,투수콘,1.92,2.37,0,0,0,도색,
온양2동,온천동,도시계획과,19000101,소로2-113,자전거전용도로,좌,투수콘,75.47,2.36,0,0,0,도색,
온양2동,온천동,도시계획과,19000101,소로2-113,자전거전용도로,좌,투수콘,40.87,2.37,0,0,0,도색,
배방읍,배방읍 북수리,도시계획과,19000101,중로1-1,자전거보행자겸용도로,좌,투수콘,52.73,1.21,0,0,0,경계석,
인주면,인주면 걸매리,도시계획과,19000101,대로3-2,자전거전용도로,좌,투수콘,35.27,2.02,0,0,0,경계석,
도고면,도고면 효자리,도시계획과,19000101,기타도로,자전거보행자겸용도로,좌,화학재질,147.8,1.6,0,0,0,경계석,
신창면,신창면 남성리,도시계획과,19000101,대로2-3,자전거전용도로,좌,투수콘,19.56,1.6,0,0,0,도색,
배방읍,배방읍 북수리,도시계획과,19000101,대로2-2,자전거전용도로,우,투수콘,2.56,1.71,0,0,0,경계석,
온양5동,용화동,도시계획과,19000101,중로1-19,자전거보행자겸용도로,우,투수콘,77.29,2.01,0,0,0,경계석,
온양3동,모종동,도시계획과,19000101,대로1-1,자전거보행자겸용도로,좌,투수콘,2.85,1.6,0,0,0,경계석,
온양5동,용화동,도시계획과,19000101,대로3-17,자전거보행자겸용도로,우,투수콘,5.87,1.4,0,0,0,경계석,
온양5동,용화동,도시계획과,19000101,대로3-17,자전거보행자겸용도로,우,투수콘,7.13,1.6,0,0,0,경계석,
온양2동,온천동,도시계획과,19000101,대로3-10,자전거보행자겸용도로,좌,투수콘,37.19,2.46,0,0,0,경계석,
온양2동,온천동,도시계획과,19000101,대로3-10,자전거보행자겸용도로,좌,투수콘,78.75,2.31,0,0,0,경계석,
온양2동,온천동,도시계획과,19000101,소로4-60,자전거보행자겸용도로,좌,투수콘,3.81,2.46,0,0,0,경계석,
온양5동,초사동,도시계획과,19000101,기타도로,자전거전용도로,우,투수콘,85.3,3.08,0,0,0,도색,
온양5동,초사동,도시계획과,19000101,기타도로,자전거전용도로,우,투수콘,24.16,2.67,0,0,0,도색,
온양5동,초사동,도시계획과,19000101,기타도로,자전거전용도로,우,투수콘,167.72,3.05,0,0,0,도색,
배방읍,배방읍 공수리,도시계획과,19000101,대로2-2,자전거전용도로,좌,투수콘,68.4,1.62,0,0,0,경계석,
배방읍,배방읍 공수리,도시계획과,19000101,대로2-2,자전거전용도로,좌,투수콘,41.93,1.65,0,0,0,경계석,
탕정면,탕정면 갈산리,도시계획과,20090101,중(국)2-4,자전거보행자겸용도로,좌,투수콘,42.95,2,0,0,0,경계석,
탕정면,탕정면 갈산리,도시계획과,20090101,중(국)2-4,자전거보행자겸용도로,우,투수콘,100.36,2,0,0,0,경계석,
탕정면,탕정면 갈산리,도시계획과,20090101,중(국)2-4,자전거보행자겸용도로,좌,투수콘,38.25,2,0,0,0,경계석,
배방읍,배방읍 공수리,도시계획과,19000101,중로2-4,자전거전용도로,좌,투수콘,10.72,1.42,0,0,0,경계석,
배방읍,배방읍 공수리,도시계획과,19000101,중로2-4,자전거전용도로,좌,투수콘,26.8,1.47,0,0,0,경계석,
온양5동,용화동,도시계획과,19000101,대로3-3,자전거보행자겸용도로,우,투수콘,201.35,2.11,0,0,0,경계석,
온양5동,신인동,도시계획과,19000101,시군도로9,자전거보행자겸용도로,우,콘크리트,7.96,2.02,0,0,0,경계석,
온양5동,신인동,도시계획과,19000101,시군도로9,자전거보행자겸용도로,우,콘크리트,22.2,2.01,0,0,0,경계석,
배방읍,배방읍 공수리,도시계획과,19000101,중로2-4,자전거전용도로,좌,투수콘,15.35,1.49,0,0,0,경계석,
배방읍,배방읍 공수리,도시계획과,19000101,중로2-4,자전거전용도로,좌,투수콘,19.81,1.53,0,0,0,경계석,
탕정면,탕정면 용두리,도시계획과,20090101,대(보)3-1,자전거보행자겸용도로,좌,투수콘,75.24,2.1,0,0,0,경계석,
탕정면,탕정면 용두리,도시계획과,20090101,대(보)3-1,자전거자동차겸용도로,중앙,아스팔트,18.44,2.05,0,0,0,도색,
탕정면,탕정면 용두리,도시계획과,20090101,대(보)3-1,자전거보행자겸용도로,좌,투수콘,26.08,2.1,0,0,0,경계석,
탕정면,탕정면 용두리,도시계획과,20090101,대(보)3-1,자전거보행자겸용도로,우,투수콘,632.34,2.1,0,0,0,경계석,
탕정면,탕정면 용두리,도시계획과,20090101,대(보)3-1,자전거자동차겸용도로,중앙,아스팔트,19.28,1.99,0,0,0,도색,
탕정면,탕정면 용두리,도시계획과,20090101,대(보)3-1,자전거자동차겸용도로,우,아스팔트,14.84,2.1,0,0,0,도색,
탕정면,탕정면 용두리,도시계획과,20090101,대(보)3-1,자전거보행자겸용도로,우,투수콘,168.08,2.1,0,0,0,경계석,
탕정면,탕정면 용두리,도시계획과,20090101,대(보)3-1,자전거보행자겸용도로,좌,투수콘,53.07,2.1,0,0,0,경계석,
탕정면,탕정면 용두리,도시계획과,20090101,대(보)3-1,자전거보행자겸용도로,좌,투수콘,484.3,2.1,0,0,0,경계석,
탕정면,탕정면 용두리,도시계획과,20090101,대(보)3-1,자전거자동차겸용도로,중앙,아스팔트,18.38,2.08,0,0,0,도색,
탕정면,탕정면 용두리,도시계획과,20090101,대(보)3-1,자전거자동차겸용도로,좌,아스팔트,13.04,2.05,0,0,0,도색,
탕정면,탕정면 용두리,도시계획과,20090101,대(보)3-1,자전거보행자겸용도로,좌,투수콘,190.09,2.1,0,0,0,경계석,
탕정면,탕정면 용두리,도시계획과,20090101,대(보)3-1,자전거보행자겸용도로,우,투수콘,176.61,2.1,0,0,0,경계석,
온양5동,용화동,도시계획과,19000101,대로3-5,자전거보행자겸용도로,좌,투수콘,17.79,1.42,0,0,0,경계석,
온양3동,모종동,도시계획과,19000101,대로1-1,자전거보행자겸용도로,우,투수콘,11.51,1.5,0,0,0,기타,
온양3동,모종동,도시계획과,19000101,대로1-1,자전거보행자겸용도로,우,투수콘,11.34,1.53,0,0,0,기타,
배방읍,배방읍 북수리,도시계획과,19000101,대로2-3,자전거전용도로,좌,투수콘,20.26,1.43,0,0,0,경계석,
탕정면,탕정면 용두리,도시계획과,20090101,대(보)3-1,자전거보행자겸용도로,좌,투수콘,166.02,2.1,0,0,0,경계석,
탕정면,탕정면 명암리,도시계획과,20090101,대(집)3-3,자전거보행자겸용도로,우,투수콘,583.9,2.9,0,0,0,경계석,
탕정면,탕정면 명암리,도시계획과,20090101,대(집)3-3,자전거자동차겸용도로,중앙,아스팔트,4.04,2.06,0,0,0,도색,
온양5동,용화동,도시계획과,19000101,대로3-3,자전거보행자겸용도로,우,투수콘,167.91,1.49,0,0,0,경계석,
온양5동,용화동,도시계획과,19000101,대로3-3,자전거보행자겸용도로,우,투수콘,17.15,1.43,0,0,0,경계석,
탕정면,탕정면 갈산리,도시계획과,20090101,중(집)2-3,자전거자동차겸용도로,중앙,아스팔트,4.98,2.07,0,0,0,도색,
배방읍,배방읍 공수리,도시계획과,19000101,대로2-1,자전거전용도로,우,투수콘,107.29,1.38,0,0,0,경계석,
온양2동,온천동,도시계획과,19000101,대로3-10,자전거보행자겸용도로,우,투수콘,6.82,2.32,0,0,0,경계석,
온양2동,온천동,도시계획과,19000101,대로3-10,자전거보행자겸용도로,우,투수콘,5.02,2.39,0,0,0,경계석,
온양6동,풍기동,도시계획과,19000101,대로3-17,자전거보행자겸용도로,좌,투수콘,107.21,1.8,0,0,0,경계석,
온양6동,풍기동,도시계획과,19000101,대로3-17,자전거보행자겸용도로,좌,투수콘,16.73,1.84,0,0,0,경계석,
온양6동,풍기동,도시계획과,19000101,대로3-17,자전거보행자겸용도로,좌,투수콘,68.02,1.79,0,0,0,경계석,
온양6동,풍기동,도시계획과,19000101,대로3-17,자전거보행자겸용도로,우,투수콘,276.15,1.9,0,0,0,경계석,
온양1동,온천동,도시계획과,19000101,대로3-1,자전거보행자겸용도로,좌,화학재질,120.93,2.53,0,0,0,경계석,
온양1동,온천동,도시계획과,19000101,대로3-1,자전거보행자겸용도로,좌,화학재질,1.24,2.53,0,0,0,경계석,
도고면,도고면 기곡리,도시계획과,19000101,대로3-1,자전거보행자겸용도로,우,블록,124.3,2.79,0,0,0,도색,
배방읍,배방읍 북수리,도시계획과,19000101,대로2-2,자전거전용도로,좌,투수콘,4.32,1.91,0,0,0,경계석,
배방읍,배방읍 북수리,도시계획과,19000101,대로2-2,자전거전용도로,좌,투수콘,3.64,1.91,0,0,0,경계석,
온양4동,방축동,도시계획과,19000101,대로3-3,자전거보행자겸용도로,좌,투수콘,6.4,2.4,0,0,0,도색,
온양3동,권곡동,도시계획과,19000101,대로1-1,자전거보행자겸용도로,좌,투수콘,12.02,1.65,0,0,0,경계석,
인주면,인주면 걸매리,도시계획과,19000101,대로3-1,자전거보행자겸용도로,좌,투수콘,55.57,2,0,0,0,경계석,
온양5동,용화동,도시계획과,19000101,대로3-3,자전거보행자겸용도로,우,투수콘,4.63,2.08,0,0,0,경계석,
온양5동,용화동,도시계획과,19000101,대로3-3,자전거보행자겸용도로,우,투수콘,63.65,1.41,0,0,0,경계석,
배방읍,배방읍 북수리,도시계획과,19000101,대로2-2,자전거전용도로,좌,투수콘,87.43,1.98,0,0,0,경계석,
배방읍,배방읍 북수리,도시계획과,19000101,대로2-2,자전거전용도로,좌,투수콘,15.45,1.93,0,0,0,경계석,
온양3동,모종동,도시계획과,19000101,대로1-1,자전거보행자겸용도로,우,투수콘,3.76,2.58,0,0,0,기타,
온양5동,용화동,도시계획과,19000101,대로3-3,자전거보행자겸용도로,우,투수콘,6.68,1.42,0,0,0,경계석,
온양4동,방축동,도시계획과,19000101,대로3-3,자전거보행자겸용도로,좌,투수콘,144.9,2.31,0,0,0,도색,
온양4동,방축동,도시계획과,19000101,대로3-3,자전거보행자겸용도로,좌,투수콘,122.5,2.24,0,0,0,도색,
온양4동,방축동,도시계획과,19000101,대로3-3,자전거보행자겸용도로,좌,투수콘,123.9,2.38,0,0,0,도색,
인주면,인주면 걸매리,도시계획과,19000101,대로3-2,자전거보행자겸용도로,우,투수콘,79.4,1.99,0,0,0,경계석,
인주면,인주면 걸매리,도시계획과,19000101,대로3-2,자전거보행자겸용도로,우,투수콘,13.3,1.98,0,0,0,경계석,
인주면,인주면 걸매리,도시계획과,19000101,대로3-2,자전거보행자겸용도로,우,투수콘,150.08,1.99,0,0,0,경계석,
인주면,인주면 걸매리,도시계획과,19000101,대로3-2,자전거보행자겸용도로,좌,투수콘,221.15,2.02,0,0,0,경계석,
