행정읍면동,설치일자,자전거노선명,자전거도로구분,자전거도로재질,연장,폭원,국비,시비,기타비,경계종류
사남면,2000-12-31,대로(주)3-2,자전거보행자겸용도로,블록,46.57,1.8,0,0,0,고압블록
사남면,2000-12-31,대로(주)3-2,자전거보행자겸용도로,블록,2.85,1.8,0,0,0,고압블록
사남면,2000-12-31,대로(주)3-2,자전거보행자겸용도로,블록,2.1,1.7,0,0,0,고압블록
사남면,2000-12-31,대로(주)3-1,자전거보행자겸용도로,블록,64.7,2,0,0,0,고압블록
사남면,2000-12-31,대로(주)3-1,자전거보행자겸용도로,블록,52.16,1.7,0,0,0,고압블록
사남면,2000-12-31,,자전거보행자겸용도로,블록,1.8,1.7,0,0,0,고압블록
사남면,2000-12-31,,자전거보행자겸용도로,블록,87.2,1.7,0,0,0,고압블록
사남면,2000-12-31,,자전거보행자겸용도로,블록,4.08,1.7,0,0,0,고압블록
사남면,2000-12-31,,자전거보행자겸용도로,블록,94.26,1.7,0,0,0,고압블록
사남면,2000-12-31,,자전거보행자겸용도로,블록,7.8,1.7,0,0,0,고압블록
사남면,2000-12-31,,자전거보행자겸용도로,블록,1.78,1.7,0,0,0,고압블록
사남면,2000-12-31,,자전거보행자겸용도로,블록,1.4,1.3,0,0,0,고압블록
사남면,2000-12-31,,자전거보행자겸용도로,블록,4.62,1.34,0,0,0,고압블록
사남면,2005-12-31,,자전거보행자겸용도로,블록,9.66,1.7,0,0,0,고압블록
사남면,2005-12-31,,자전거보행자겸용도로,블록,5.3,1.6,0,0,0,고압블록
사남면,2000-12-31,,자전거보행자겸용도로,블록,4.44,1.5,0,0,0,고압블록
사남면,2005-12-31,,자전거보행자겸용도로,블록,8.2,1.7,0,0,0,고압블록
사남면,2000-12-31,대로(주)3-2,자전거보행자겸용도로,블록,1.02,2,0,0,0,고압블록
사남면,2000-12-31,대로(주)3-2,자전거보행자겸용도로,블록,4.1,1.7,0,0,0,고압블록
사남면,2000-12-31,대로(주)3-2,자전거보행자겸용도로,블록,45.07,2,0,0,0,고압블록
사남면,2000-12-31,대로(주)3-2,자전거보행자겸용도로,블록,13.89,1.7,0,0,0,고압블록
사남면,2000-12-31,대로(주)3-2,자전거보행자겸용도로,블록,1.5,1.3,0,0,0,고압블록
사남면,2000-12-31,,자전거보행자겸용도로,블록,4.25,1.3,0,0,0,고압블록
사남면,2000-12-31,대로(주)3-2,자전거보행자겸용도로,블록,1.48,1.7,0,0,0,고압블록
사남면,2000-12-31,,자전거보행자겸용도로,블록,22.1,1.35,0,0,0,고압블록
사남면,2000-12-31,,자전거보행자겸용도로,블록,1.5,1.35,0,0,0,고압블록
사남면,2000-12-31,,자전거보행자겸용도로,블록,42.16,1.35,0,0,0,고압블록
사남면,2000-12-31,,자전거보행자겸용도로,블록,40.43,1.7,0,0,0,고압블록
사남면,2000-12-31,,자전거보행자겸용도로,블록,29.29,1.7,0,0,0,고압블록
사남면,2000-12-31,,자전거보행자겸용도로,블록,1.41,1.7,0,0,0,고압블록
사남면,2000-12-31,,자전거보행자겸용도로,블록,1.16,1.7,0,0,0,고압블록
사남면,2000-12-31,,자전거보행자겸용도로,블록,5.47,1.7,0,0,0,고압블록
사남면,2000-12-31,,자전거보행자겸용도로,블록,4.76,1.7,0,0,0,고압블록
사남면,2000-12-31,,자전거보행자겸용도로,블록,1.5,1.7,0,0,0,고압블록
사남면,2000-12-31,,자전거보행자겸용도로,블록,7.83,1.7,0,0,0,고압블록
사남면,2000-12-31,,자전거보행자겸용도로,블록,11.4,1.7,0,0,0,고압블록
사남면,2000-12-31,,자전거보행자겸용도로,블록,1.8,1.7,0,0,0,고압블록
사남면,2000-12-31,대로(주)3-1,자전거보행자겸용도로,블록,4.64,1.7,0,0,0,고압블록
사남면,2000-12-31,대로(주)3-1,자전거보행자겸용도로,블록,1.8,1.7,0,0,0,고압블록
사남면,2000-12-31,,자전거보행자겸용도로,블록,60.16,1.7,0,0,0,고압블록
사남면,2000-12-31,,자전거보행자겸용도로,블록,21.84,1.7,0,0,0,고압블록
사남면,2000-12-31,,자전거보행자겸용도로,블록,70.66,1.8,0,0,0,고압블록
사남면,2000-12-31,대로(주)3-1,자전거보행자겸용도로,블록,2.36,1.7,0,0,0,고압블록
사남면,2000-12-31,대로(주)3-1,자전거보행자겸용도로,블록,1.8,1.8,0,0,0,고압블록
사남면,2000-12-31,대로(주)3-1,자전거보행자겸용도로,고압블럭,2.09,1.7,0,0,0,경계석
사남면,2000-12-31,대로(주)3-1,자전거보행자겸용도로,고압블럭,28.5,1.7,0,0,0,경계석
사남면,2000-12-31,대로(주)3-1,자전거보행자겸용도로,고압블럭,3.69,1.7,0,0,0,경계석
사남면,2000-12-31,대로(주)3-1,자전거보행자겸용도로,고압블럭,4.04,1.7,0,0,0,경계석
사남면,2000-12-31,대로(주)3-1,자전거보행자겸용도로,블록,2.6,1.7,0,0,0,고압블록
사남면,2000-12-31,중로(보)2-3,자전거보행자겸용도로,고압블럭,1.33,1.7,0,0,0,경계석
사남면,2000-12-31,중로(보)2-3,자전거보행자겸용도로,고압블럭,1.93,1.7,0,0,0,경계석
사남면,2000-12-31,대로(주)3-1,자전거보행자겸용도로,고압블럭,48.83,1.7,0,0,0,경계석
사남면,2000-12-31,대로(주)3-1,자전거보행자겸용도로,고압블럭,48.83,1.7,0,0,0,경계석
사남면,2000-12-31,대로(주)3-1,자전거보행자겸용도로,고압블럭,1.47,1.7,0,0,0,경계석
사남면,2000-12-31,대로(주)3-1,자전거보행자겸용도로,블록,2.02,1.7,0,0,0,고압블록
사남면,2000-12-31,중로(보)2-3,자전거보행자겸용도로,블록,2.16,1.7,0,0,0,고압블록
사남면,2000-12-31,중로(보)2-3,자전거보행자겸용도로,블록,2.15,1.7,0,0,0,고압블록
사남면,2000-12-31,중로(보)2-3,자전거보행자겸용도로,블록,2.17,1.7,0,0,0,고압블록
사남면,2000-12-31,중로(보)2-3,자전거보행자겸용도로,블록,2.11,1.7,0,0,0,고압블록
사남면,2000-12-31,대로(주)3-1,자전거보행자겸용도로,블록,1.5,1.7,0,0,0,고압블록
사남면,2000-12-31,대로(주)3-1,자전거보행자겸용도로,블록,1.27,1.7,0,0,0,고압블록
사남면,2000-12-31,대로(주)3-1,자전거보행자겸용도로,블록,22.53,1.7,0,0,0,고압블록
사남면,2000-12-31,대로(주)3-1,자전거보행자겸용도로,블록,74,1.7,0,0,0,고압블록
사남면,2000-12-31,대로(주)3-1,자전거보행자겸용도로,블록,1.17,1.7,0,0,0,고압블록
사남면,2000-12-31,대로(주)3-1,자전거보행자겸용도로,블록,1.13,1.7,0,0,0,고압블록
사남면,2000-12-31,대로(주)3-1,자전거보행자겸용도로,블록,2.43,1.7,0,0,0,고압블록
사남면,2000-12-31,대로(주)3-1,자전거보행자겸용도로,블록,32.28,1.7,0,0,0,고압블록
사남면,2000-12-31,대로(주)3-1,자전거보행자겸용도로,블록,8.32,1.6,0,0,0,고압블록
사남면,2000-12-31,대로(주)3-1,자전거보행자겸용도로,블록,5.58,1.6,0,0,0,고압블록
사남면,2000-12-31,대로(주)3-1,자전거보행자겸용도로,블록,5.03,1.7,0,0,0,고압블록
사남면,2000-12-31,대로(주)3-1,자전거보행자겸용도로,블록,17.71,1.7,0,0,0,고압블록
사남면,2000-12-31,대로(주)3-1,자전거보행자겸용도로,블록,83.25,1.7,0,0,0,고압블록
사남면,2000-12-31,대로(주)3-1,자전거보행자겸용도로,블록,6.27,1.8,0,0,0,고압블록
사남면,2000-12-31,대로(주)3-1,자전거보행자겸용도로,블록,4.7,1.6,0,0,0,고압블록
사남면,2000-12-31,대로(주)3-1,자전거보행자겸용도로,고압블럭,1.29,1.65,0,0,0,경계석
사남면,2005-12-31,,자전거보행자겸용도로,고압블럭,2.85,2,0,0,0,경계석
사남면,2005-12-31,,자전거보행자겸용도로,고압블럭,83.76,2,0,0,0,경계석
사남면,2005-12-31,,자전거보행자겸용도로,고압블럭,0.2,2,0,0,0,경계석
사남면,2005-12-31,,자전거보행자겸용도로,고압블럭,1.65,2,0,0,0,경계석
사남면,2005-12-31,,자전거보행자겸용도로,고압블럭,14.6,2,0,0,0,경계석
사남면,2005-12-31,,자전거보행자겸용도로,고압블럭,3.1,2,0,0,0,경계석
사남면,2005-12-31,,자전거보행자겸용도로,고압블럭,26.2,2,0,0,0,경계석
사남면,2005-12-31,,자전거보행자겸용도로,고압블럭,2.1,2,0,0,0,경계석
사남면,2005-12-31,,자전거보행자겸용도로,고압블럭,38.9,2,0,0,0,경계석
사남면,2005-12-31,,자전거보행자겸용도로,고압블럭,23,2,0,0,0,경계석
용현면,,,,고압블럭,288.18,2.5,0,0,0,경계석
용현면,,,,고압블럭,196.69,2.5,0,0,0,경계석
용현면,,,,고압블럭,304.13,2.5,0,0,0,경계석
용강동,,,,고압블럭,9.2,2.5,0,0,0,경계석
용강동,,,,고압블럭,121,2.7,0,0,0,경계석
용강동,,,,고압블럭,100.4,2.4,0,0,0,경계석
향촌동,,,,고압블럭,124,1.3,0,0,0,경계석
향촌동,,,,고압블럭,26,1.3,0,0,0,경계석
향촌동,,,,고압블럭,75.5,1.3,0,0,0,경계석
향촌동,,,,고압블럭,585.9,1,0,0,0,경계석
봉남동,,,,고압블럭,29.7,1.5,0,0,0,경계석
봉남동,,,,고압블럭,85.5,1.5,0,0,0,경계석
봉남동,,,,고압블럭,136.1,1.5,0,0,0,경계석
봉남동,,,,고압블럭,10.7,1.2,0,0,0,경계석
봉남동,,,,고압블럭,23.3,1.2,0,0,0,경계석
봉남동,,,,고압블럭,146.8,1.5,0,0,0,경계석
봉남동,,,,고압블럭,108.2,1.5,0,0,0,경계석
향촌동,,,,고압블럭,15.3,1.3,0,0,0,경계석
향촌동,,,,고압블럭,57.3,1.3,0,0,0,경계석
향촌동,,,,고압블럭,16.1,1.3,0,0,0,경계석
향촌동,,,,고압블럭,71.2,1.3,0,0,0,경계석
향촌동,,,,고압블럭,309.3,1.5,0,0,0,경계석
용현면,,,,고압블럭,53.5,3,0,0,0,경계석
향촌동,,,,고압블럭,300,1,0,0,0,경계석
봉남동,,,기타,아스팔트,26.45,1.6,0,0,0,도색
벌용동,2004-09-17,,자전거보행자겸용도로,블록,26.1,2,0,0,0,도색
서포면,,,자전거자동차겸용도로,아스팔트,690.6,1.99,0,0,0,도색
서포면,,,자전거자동차겸용도로,아스팔트,90.2,2.39,0,0,0,도색
