id,name,sigungu,reservation_org,reservation_url,reservation_open,use_season,reservation_note
camp-31264,봉무공원야영장,동구,대구동구청,https://www.gocamping.or.kr/bsite/camp/info/read.do?c_no=1378,,,
camp-31376,파계 오토캠핑장,동구,대구광역시 팔공산자연공원관리사무소,http://yeyak.daegu.go.kr/yeyak/main/mainPage.do,,,
camp-31196,금호강 산격야영장,북구,대구광역시 시설안전관리사업소,http://noricamp.com/site/%EA%B8%88%ED%98%B8%EA%B0%95%20%EC%82%B0%EA%B2%A9%20%EC%95%BC%EC%98%81%EC%9E%A5,,,
camp-31197,금호강 오토캠핑장,북구,대구북구청,https://www.buk.daegu.kr/reserve/index.do?menu_id=00002981,,,
camp-31358,진밭골야영장,수성구,대구광역시 수성구,https://www.suseong.kr/camping/,,,
camp-31356,진밭골야영장,수성구,대구광역시 수성구,https://www.suseong.kr/camping/,,,
camp-gc-017,산디마을 생태공원 캠핑장,대덕구,,,,,
camp-31580,상소오토캠핑장,동구,대전 동구청,https://www.sangsocamping.kr:453/camping.asp,,,
camp-31065,장태산자연휴양림 야영장,서구,대전광역시공원관리시업소,https://www.foresttrip.go.kr/indvz/main.do?hmpgId=ID02030106,,,
camp-31384,하기숲캠핑장,유성구,유성구청,https://www.hgscamp.kr:454/,,,
camp-30934,금강자연휴양림 야영장,금남면,충청남도산림자원연구소,https://www.foresttrip.go.kr/indvz/main.do?hmpgId=ID02030085,,,
camp-31584,세종합강캠핑장,연기면,세종시청 치수방재과,https://www.sjfmc.or.kr/kor/sub04_10_02.do,,,
camp-31340,전월산 국민여가캠핑장,연기면,세종시청 관광문화재과,http://forest.maketicket.co.kr/ticket/GD98,,,
camp-30828,공주산림휴양마을 야영장,공주시,공주시시설관리사업소,https://www.foresttrip.go.kr/indvz/main.do?hmpgId=ID02030011,,,
camp-31181,공주한옥마을 웅진오토캠핑장,공주시,공주시청,https://www.gongju.go.kr/hanok/,,,
camp-gc-031,금산 국민여가캠핑장,금산군,,,,,
camp-30939,남이자연휴양림 야영장,금산군,금산군청,https://www.foresttrip.go.kr/indvz/main.do?hmpgId=ID02030063,,,
camp-31329,인삼골오토캠핑장,금산군,금산군청,https://camp.xticket.kr/web/main?shopEncode=15e1aaac36257a8e149e7dbb83f15fc65715e5f3d4b7687daf6165ce78c5ccf7,,,
camp-31230,대둔산 수락캠핑장,논산시,논산시청,http://surakcamping.com/,,,
camp-31034,양촌자연휴양림 야영장,논산시,논산시청,https://www.foresttrip.go.kr/indvz/main.do?hmpgId=ID02030034,,,
camp-31224,당진난지도 국민여가캠핑장,당진시,당진항만관광공사,http://camping.dpto.or.kr/sub3/3_2.php,,,
camp-31225,당진해양캠핑공원,당진시,당진항만관광공사,http://camping.dpto.or.kr/sub3/3_1.php,,,
camp-31320,왜목오토캠핑장,당진시,당진항만관광공사,http://camping.dpto.or.kr/sub3/3_3.php,,,
camp-31235,대천해수욕장 야영장,보령시,보령시청,https://www.gocamping.or.kr/bsite/camp/info/read.do?c_no=6972&viewType=read01,,,
camp-31246,무창포해수욕장오토캠핑장,보령시,보령시청,http://noricamp.com/site/%EB%AC%B4%EC%B0%BD%ED%8F%AC%ED%95%B4%EC%88%98%EC%9A%95%EC%9E%A5%20%EC%98%A4%ED%86%A0%EC%BA%A0%ED%95%91%EC%9E%A5,,,
camp-31012,성주산자연휴양림 야영장,보령시,보령시청,https://www.foresttrip.go.kr/indvz/main.do?hmpgId=ID02030078,,,
camp-31321,용두해수욕장 숲속야영장,보령시,보령시청,https://www.brsisul.or.kr/kor/sub01_05_02.do,,,
camp-30953,만수산자연휴양림 야영장,부여군,부여군시설관리공단,https://www.foresttrip.go.kr/indvz/main.do?hmpgId=ID02030007,,,
camp-gc-032,서천 국민여가 캠핑장,서천군,,,,,
camp-31501,서천 금빛노을 서울캠핑장,서천군,서천군청,https://blog.naver.com/seoul_camp/221494107300,,,
camp-31037,영인산자연휴양림 야영장,아산시,아산시시설관리공단,https://www.foresttrip.go.kr/indvz/main.do?hmpgId=ID02030012,,,
camp-31316,예당관광지 국민여가캠핑장,예산군,예산군관광시설사업소,http://camping.yesan.go.kr/reservation.do,,,
camp-31453,독립기념관 캠핑장,천안시,천안시청,https://www.i815.or.kr/campsite/camp/site.do,,,
camp-31360,천안국민여가캠핑장,천안시,천안시시설관리공단,https://mccamp.cfmc.or.kr/node/?menu=030100,,,
camp-gc-033,천안시 국민여가캠핑장,천안시,,,,,
camp-31094,태학산자연휴양림 오토캠핑장,천안시,천안시시설관리공단,https://www.foresttrip.go.kr/indvz/main.do?hmpgId=ID02030040,,,
camp-31365,청양 동강리 오토캠핑장,청양군,청양군청 안전재난과,https://river.cheongyang.go.kr/,,,
camp-31366,청양 칠갑산 오토캠핑장,청양군,청양군공공시설사업소,http://camping.cheongyang.go.kr/,,,
camp-31089,칠갑산자연휴양림 야영장,청양군,청양군공공시설사업소,https://www.foresttrip.go.kr/indvz/main.do?hmpgId=ID02030044,,,
camp-30818,거제자연휴양림 야영장,거제시,거제해양관광개발공사,https://www.foresttrip.go.kr/indvz/main.do?hmpgId=ID02030059,,,
camp-gc-012,거창 국민여가캠핑장,거창군,,,,,
camp-30937,금원산자연휴양림 야영장,거창군,경상남도청,https://www.foresttrip.go.kr/indvz/main.do?hmpgId=ID02030077,,,
camp-31293,수승대 오토캠핑장,거창군,거창군청,http://www.geochang.go.kr/tour/ssd/autocamping/reserve/Reserve.do?&pageCd=SD0602000000&siteGubun=ssd,,,
camp-31294,수승대야영장,거창군,거창군청,https://www.geochang.go.kr/tour/ssd/camping/reserve/Reserve.do?&pageCd=SD0603000000&siteGubun=ssd,,,
camp-31176,고성 남산공원 오토캠핑장,고성군,고성군청,https://www.gscamping.com/,,,
camp-31226,당항포 오토캠핑장,고성군,고성군청,https://camp.xticket.kr/web/main?shopEncode=1714e15f2ae140de5dba3810efa1476baf8211013697ae6dcb8386d12933a735,,,
camp-31276,생림 오토 캠핑장,김해시,김해시청,https://www.gocamping.or.kr/bsite/camp/info/read.do?c_no=1601,,,
camp-31298,신어산자연숲캠핑장,김해시,김해시청,http://www.sineosan.com,,,
camp-gc-013,남해 힐링국민여가캠핑장,남해군,,,,,
camp-31240,두곡해수욕장야영장,남해군,남해군청,https://www.gocamping.or.kr/bsite/camp/info/read.do?c_no=900&viewType=read01,,,
camp-31275,상주은모래비치캠핑장,남해군,남해군청,https://sangjubeach.com/autocamp/,,,
camp-31287,송정솔바람야영장,남해군,남해군청,https://www.gocamping.or.kr/bsite/camp/info/read.do?c_no=1797&viewType=read01,,,
camp-31326,월포해수욕장야영장,남해군,남해군청,https://www.gocamping.or.kr/bsite/camp/info/read.do?c_no=2498&viewType=read01,,,
camp-31252,밀양아리랑 오토캠핑장,밀양시,밀양시시설관리공단,https://www.myfmc.or.kr/sub/04_02.php,,,
camp-31267,비토 국민여가캠핑장,사천시,사천시시설관리공단,http://www.bitocamping.com/?c=booking/apply,,,
camp-31457,동의보감촌 숲속글램핑,산청군,산청군청,http://donguibogam-village.sancheong.go.kr/html/sub/01_04_05.jsp,,,
camp-31109,한방자연휴양림 야영장,산청군,산청군청,https://www.foresttrip.go.kr/indvz/main.do?hmpgId=ID02030037,,,
camp-30944,대운산자연휴양림 야영장,양산시,양산시시설관리공단,https://www.foresttrip.go.kr/indvz/main.do?hmpgId=ID02030038,,,
camp-31402,황산문화체육공원 국민여가캠핑장,양산시,양산시시설관리공단,http://www.yssisul.or.kr/stms/hs,,,
camp-31112,화왕산자연휴양림 야영장,창녕군,창녕군산립조합,https://www.foresttrip.go.kr/indvz/main.do?hmpgId=ID02030015,,,
camp-31221,달천공원오토캠핑장,창원시,창원시청,https://camp.changwon.go.kr:8080/,,,
camp-31373,케이블카파크랜드 오토캠핑장,통영시,통영시청,http://www.tycamping.co.kr/,,,
camp-31375,통제영오토토캠핑장,통영시,통영시청,https://cafe.naver.com/tongjaeyoung,,,
camp-31180,고포수변공원 캠핑장,하동군,하동군청,https://www.hadong.go.kr/02640/02651/03372.web,,,
camp-31379,평사리공원 야영장,하동군,하동군청,https://www.hadong.go.kr/02640/02651/02802.web,,,
camp-31385,하동군 다목적캠핑장,하동군,하동군청,https://www.hadong.go.kr/02640/02651/02803.web,,,
camp-31169,강나루 오토캠핑장,함안군,함안군청,https://www.haman.go.kr/04198/04219/04274.web,,,
camp-31388,함양 용추 오토캠핑장,함양군,함양군청,https://cafe.daum.net/yongchoo-camp,,,
camp-31444,대기농촌체험휴양마을,합천군,합천군청,https://korean.visitkorea.or.kr/detail/ms_detail.do?cotid=8d659ae6-610d-40b8-b00d-d2855c926a3f,,,
camp-31040,오도산자연휴양림 야영장,합천군,합천군농업기술센터,https://www.foresttrip.go.kr/indvz/main.do?hmpgId=ID02030068,,,
camp-31343,정양레포츠공원 오토캠핑장,합천군,합천군청,https://www.hc.go.kr/06574/06590/06596.web?amode=view&idx=135&sstring=%EC%A0%95%EC%96%91&stype=name,,,
camp-31565,황매산 국민여가 캠핑장,합천군,합천군청,https://www.hc.go.kr/06571/06780/06790.web?amode=view&idx=67&,,,
camp-31233,대저생태공원 캠핑장,강서구,부산광역시 낙동강관리본부,https://www.daejeocamping.com/,,,
camp-31477,바다가 보이는 부산항 힐링 야영장,동구,부산동구청,https://www.busanpa.com/redevelopment/Contents.do?mCode=MN0081,,,
camp-gc-018,삼락생태공원 오토캠핑장,사상구,,,,,
camp-31231,대왕암공원 캠핑장,동구,울산동구청,https://daewangam.donggu.ulsan.kr/camping/Pginfo.do,,,
camp-31170,강동오토캠핑장,북구,울산 북구청,https://autocamping.bukgu.ulsan.kr/,,,
camp-31241,등억알프스야영장,울주군,울주군청 산림공원과,https://camping.ulju.ulsan.kr/Pgalllight.do,,,
camp-31333,작천정 달빛야영장,울주군,울주군청 산림공원과,https://camping.ulju.ulsan.kr/Pgallstar.do,,,
camp-31334,작천정 별빛야영장,울주군,울주군청 산림공원과,https://camping.ulju.ulsan.kr/Pgallstar.do,,,
camp-31331,입화산 참살이 숲 야영장,중구,울산 중구청,https://www.junggu.ulsan.kr/camping/camp/iphwa/intro.do?searchCsId=,,,
camp-31332,입화산 참살이숲 제2오토캠핑장,중구,울산중구청,https://www.junggu.ulsan.kr/camping/camp/iphwa_auto2/intro.do,,,
camp-31374,태화연캠핑장,중구,울산중구청,https://www.junggu.ulsan.kr/camping/camp/taehwa/intro.do?searchCsId=,,,
camp-31400,황방산 생태야영장,중구,울산중구청,https://www.junggu.ulsan.kr/camping/camp/hwangbang/intro.do,,,
camp-31493,산장관광지,가평군,가평군청,https://www.gpfmc.or.kr/gpfmc/main/main.php,,,
camp-31540,자라섬캠핑장,가평군,가평군청,https://www.jaraisland.or.kr/jara/main/main.php,,,
camp-31589,킨텍스캠핑장,고양시,고양도시관리공사,https://www.gys.or.kr/subpage/index/274,,,
camp-31500,서울대공원야영장,과천시,과천시청,https://www.seoul.go.kr/storyw/campingjang/park.do,,,
camp-31183,광명도덕산캠핑장,광명시,광명도시공사,https://www.gmuc.co.kr/user/conn/campIntro.do,,,
camp-31172,경기도청소년야영장,광주시,경기도청소년수련원,https://www.ggyc.kr/gwangju/index,,,
camp-31592,구리 토평 가족캠핑장,구리시,구리도시공사,http://camping.guriuc.or.kr/guricamping/index.php,,,
camp-gc-010,초막골생태공원 느티나무야영장,군포시,,,,,
camp-31410,가족쉼터,남양주시,남양주시청,https://www.gocamping.or.kr/bsite/camp/info/read.do?c_no=90&viewType=read01,,,
camp-31081,축령산자연휴양림 야영장,남양주시,경기도,https://www.foresttrip.go.kr/indvz/main.do?hmpgId=ID02030050,,,
camp-31182,광교호수공원 가족캠핑장,수원시,수원도시공사,https://www.suwonudc.co.kr/ggcamping/mainPage.do,,,
camp-31417,갯골캠핑장,시흥시,시흥시청,https://www.gocamping.or.kr/bsite/camp/info/read.do?c_no=6731,,,
camp-31174,경기도청소년야영장(안산캠핑장),안산시,경기도청소년수련원,https://www.ggyc.kr/ansan/index,,,
camp-31302,안산화랑오토캠핑장,안산시,안산시청,https://tickets.interpark.com/goods/20004246,,,
camp-31002,서운산자연휴양림 야영장,안성시,안성시청,https://www.foresttrip.go.kr/indvz/main.do?hmpgId=ID02030092,,,
camp-31303,안성맞춤 자동차야영장,안성시,안성시설관리공단,https://www.gocamping.or.kr/bsite/camp/info/read.do?c_no=2030&viewType=read01,,,안성시 다목적 야영장으로 통합
camp-31304,안성맞춤 캠핑장,안성시,안성시설관리공단,https://www.anseong.go.kr/tourPortal/camp/main.do,,,안성시 다목적 야영장으로 통합
camp-31305,안성시 다목적 야영장,안성시,안성시청,http://anseong.camplink.co.kr/,매월 15일 오전11시,,매월 10일 오전9시 안성시민 선예약(전체사이트 1/2 선오픈)
camp-31485,병목안캠핑장,안양시,안양시청,https://www.auc.or.kr/bmacamp/contents/view?contentsNo=139&menuLevel=2&menuNo=127,,,
camp-31586,양주시 미술관옆 캠핑장,양주시,양주시청,https://camp.xticket.kr/web/main?shopEncode=aa49da0f8cd25851d5c139292c8aa729fd764d92fd786f4ff5efbb26ee087e34,,,
camp-31049,용문산자연휴양림 야영장,양평군,양평공사,https://www.foresttrip.go.kr/indvz/main.do?hmpgId=ID02030087,,,
